"Dist Code","Year","State Code","State Name","Dist Name","NITROGEN CONSUMPTION (tons)","NITROGEN SHARE IN NPK (Percent)","NITROGEN PER HA OF NCA (Kg per ha)","NITROGEN PER HA OF GCA (Kg per ha)","PHOSPHATE CONSUMPTION (tons)","PHOSPHATE SHARE IN NPK (Percent)","PHOSPHATE PER HA OF NCA (Kg per ha)","PHOSPHATE PER HA OF GCA (Kg per ha)","POTASH CONSUMPTION (tons)","POTASH SHARE IN NPK (Percent)","POTASH PER HA OF NCA (Kg per ha)","POTASH PER HA OF GCA (Kg per ha)","TOTAL CONSUMPTION (tons)","TOTAL PER HA OF NCA (Kg per ha)","TOTAL PER HA OF GCA (Kg per ha)"
"5","1997","14","Chhattisgarh","Raigarh","13341.0","68.56","24.79","23.32","4839.0","24.87","8.99","8.46","1278.0","6.57","2.37","2.23","19458.0","36.16","34.01"
"5","1998","14","Chhattisgarh","Raigarh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"5","1999","14","Chhattisgarh","Raigarh","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"5","2000","14","Chhattisgarh","Raigarh","11120.0","55.8","39.4","37.07","7125.0","35.76","25.25","23.75","1682.0","8.44","5.96","5.61","19927.0","70.61","66.43"
"5","2001","14","Chhattisgarh","Raigarh","14638.0","64.84","52.25","48.55","6715.0","29.75","23.97","22.27","1221.0","5.41","4.36","4.05","22574.0","80.58","74.88"
"5","2002","14","Chhattisgarh","Raigarh","13678.0","68.92","48.8","44.9","5083.0","25.61","18.14","16.69","1084.0","5.46","3.87","3.56","19845.0","70.81","65.14"
"5","2003","14","Chhattisgarh","Raigarh","16109.0","72.92","57.33","50.7","4877.0","22.08","17.36","15.35","1105.0","5.0","3.93","3.48","22091.0","78.63","69.52"
"5","2004","14","Chhattisgarh","Raigarh","20167.0","71.66","72.01","64.89","6142.0","21.82","21.93","19.76","1834.0","6.52","6.55","5.9","28143.0","100.5","90.55"
"5","2005","14","Chhattisgarh","Raigarh","22116.0","65.05","79.69","71.33","9012.0","26.51","32.47","29.06","2868.0","8.44","10.33","9.25","33996.0","122.49","109.64"
"5","2006","14","Chhattisgarh","Raigarh","21240.0","65.2","76.64","68.56","8169.0","25.08","29.48","26.37","3166.0","9.72","11.42","10.22","32575.0","117.54","105.14"
"5","2007","14","Chhattisgarh","Raigarh","21753.0","64.8","78.84","70.37","8849.0","26.36","32.07","28.62","2967.0","8.84","10.75","9.6","33569.0","121.67","108.59"
"5","2008","14","Chhattisgarh","Raigarh","27947.0","64.26","101.41","90.79","10507.0","24.16","38.13","34.13","5034.0","11.58","18.27","16.35","43488.0","157.81","141.27"
"5","2009","14","Chhattisgarh","Raigarh","28609.0","64.1","105.05","94.34","12033.0","26.96","44.19","39.68","3987.0","8.93","14.64","13.15","44629.0","163.88","147.16"
"5","2010","14","Chhattisgarh","Raigarh","23377.0","57.27","85.94","77.1","13017.0","31.89","47.86","42.93","4423.0","10.84","16.26","14.59","40817.0","150.06","134.61"
"5","2011","14","Chhattisgarh","Raigarh","28218.0","66.6","104.44","93.77","12456.0","29.4","46.1","41.39","1697.0","4.01","6.28","5.64","42371.0","156.83","140.81"
"5","2012","14","Chhattisgarh","Raigarh","22574.0","65.8","83.82","75.28","10154.0","29.6","37.7","33.86","1581.0","4.61","5.87","5.27","34309.0","127.39","114.42"
"5","2013","14","Chhattisgarh","Raigarh","24402.0","66.37","90.52","81.2","10325.0","28.08","38.3","34.36","2041.0","5.55","7.57","6.79","36768.0","136.39","122.35"
"5","2014","14","Chhattisgarh","Raigarh","25504.0","64.45","100.29","88.86","10612.0","26.82","41.73","36.97","3456.0","8.73","13.59","12.04","39572.0","155.61","137.88"
"5","2015","14","Chhattisgarh","Raigarh","27157.0","64.02","106.28","94.48","12107.0","28.54","47.38","42.12","3156.0","7.44","12.35","10.98","42420.0","166.01","147.59"
"5","2016","14","Chhattisgarh","Raigarh","22619.0","53.73","84.61","75.43","14573.0","34.61","54.51","48.6","4909.0","11.66","18.36","16.37","42101.0","157.49","140.4"
"5","2017","14","Chhattisgarh","Raigarh","29365.0","65.58","116.16","104.91","12103.0","27.03","47.88","43.24","3306.0","7.38","13.08","11.81","44774.0","177.12","159.96"
"5","2018","14","Chhattisgarh","Raigarh","25843.0","59.29","97.75","88.98","13593.0","31.19","51.41","46.8","4152.0","9.53","15.7","14.3","43588.0","164.86","150.08"
"5","2019","14","Chhattisgarh","Raigarh","29595.0","62.24","113.16","101.63","14011.0","29.47","53.57","48.11","3944.0","8.29","15.08","13.54","47550.0","181.81","163.29"
"5","2020","14","Chhattisgarh","Raigarh","34410.0","61.45","135.22","122.03","18320.0","32.71","71.99","64.97","3270.0","5.84","12.85","11.6","56000.0","220.06","198.6"
"6","1990","14","Chhattisgarh","Surguja","3752.0","49.99","6.32","5.52","3445.0","45.9","5.8","5.06","309.0","4.12","0.52","0.45","7506.0","12.64","11.03"
"6","1991","14","Chhattisgarh","Surguja","4470.0","52.44","7.56","6.73","3406.0","39.96","5.76","5.12","648.0","7.6","1.1","0.98","8524.0","14.42","12.83"
"6","1992","14","Chhattisgarh","Surguja","4470.0","52.44","7.72","7.07","3406.0","39.96","5.88","5.38","648.0","7.6","1.12","1.02","8524.0","14.72","13.48"
"6","1993","14","Chhattisgarh","Surguja","4053.0","57.15","6.91","6.11","2487.0","35.07","4.24","3.75","552.0","7.78","0.94","0.83","7092.0","12.08","10.7"
"6","1994","14","Chhattisgarh","Surguja","6347.0","67.74","10.65","9.35","2620.0","27.96","4.4","3.86","402.0","4.29","0.67","0.59","9369.0","15.72","13.8"
"6","1995","14","Chhattisgarh","Surguja","6347.0","67.74","10.66","9.31","2620.0","27.96","4.4","3.84","402.0","4.29","0.68","0.59","9369.0","15.73","13.74"
"6","1996","14","Chhattisgarh","Surguja","6347.0","67.74","10.63","9.35","2620.0","27.96","4.39","3.86","402.0","4.29","0.67","0.59","9369.0","15.69","13.8"
"6","1997","14","Chhattisgarh","Surguja","5654.0","56.93","9.47","8.28","3661.0","36.86","6.13","5.36","616.0","6.2","1.03","0.9","9931.0","16.63","14.54"
"6","1998","14","Chhattisgarh","Surguja","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"6","1999","14","Chhattisgarh","Surguja","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"6","2000","14","Chhattisgarh","Surguja","7507.0","54.56","15.44","13.42","5230.0","38.01","10.75","9.35","1023.0","7.43","2.1","1.83","13760.0","28.3","24.6"
"6","2001","14","Chhattisgarh","Surguja","8938.0","61.6","18.32","15.87","4506.0","31.06","9.24","8.0","1065.0","7.34","2.18","1.89","14509.0","29.75","25.77"
"6","2002","14","Chhattisgarh","Surguja","8190.0","60.99","16.89","14.65","4181.0","31.13","8.62","7.48","1058.0","7.88","2.18","1.89","13429.0","27.69","24.03"
"6","2003","14","Chhattisgarh","Surguja","9501.0","67.94","19.59","16.87","3674.0","26.27","7.58","6.52","810.0","5.79","1.67","1.44","13985.0","28.84","24.83"
"6","2004","14","Chhattisgarh","Surguja","17996.0","69.32","37.46","32.39","6504.0","25.05","13.54","11.71","1459.0","5.62","3.04","2.63","25959.0","54.04","46.72"
"6","2005","14","Chhattisgarh","Surguja","15576.0","72.94","32.49","28.12","4402.0","20.61","9.18","7.95","1376.0","6.44","2.87","2.48","21354.0","44.55","38.55"
"6","2006","14","Chhattisgarh","Surguja","11067.0","62.18","22.97","19.86","5507.0","30.94","11.43","9.88","1223.0","6.87","2.54","2.2","17797.0","36.94","31.94"
"6","2007","14","Chhattisgarh","Surguja","14069.0","61.81","29.36","25.41","6599.0","28.99","13.77","11.92","2095.0","9.2","4.37","3.78","22763.0","47.51","41.11"
"6","2008","14","Chhattisgarh","Surguja","15297.0","56.36","32.17","27.91","8686.0","32.0","18.27","15.85","3157.0","11.63","6.64","5.76","27140.0","57.08","49.52"
"6","2009","14","Chhattisgarh","Surguja","18875.0","58.6","40.02","34.84","11890.0","36.91","25.21","21.95","1446.0","4.49","3.07","2.67","32211.0","68.29","59.46"
"6","2010","14","Chhattisgarh","Surguja","12948.0","52.73","27.8","24.19","9112.0","37.11","19.56","17.02","2494.0","10.16","5.35","4.66","24554.0","52.71","45.87"
"6","2011","14","Chhattisgarh","Surguja","11349.0","49.91","71.09","61.86","9403.0","41.35","58.9","51.26","1988.0","8.74","12.45","10.84","22740.0","142.45","123.96"
"6","2012","14","Chhattisgarh","Surguja","8940.0","52.98","56.11","48.83","6759.0","40.06","42.42","36.92","1174.0","6.96","7.37","6.41","16873.0","105.91","92.16"
"6","2013","14","Chhattisgarh","Surguja","14241.0","69.73","89.37","78.13","5023.0","24.59","31.52","27.56","1159.0","5.67","7.27","6.36","20423.0","128.16","112.05"
"6","2014","14","Chhattisgarh","Surguja","9862.0","54.93","61.96","54.01","5269.0","29.35","33.1","28.85","2822.0","15.72","17.73","15.45","17953.0","112.79","98.32"
"6","2015","14","Chhattisgarh","Surguja","10533.0","61.09","65.94","57.7","5065.0","29.37","31.71","27.74","1645.0","9.54","10.3","9.01","17243.0","107.94","94.45"
"6","2016","14","Chhattisgarh","Surguja","15191.0","62.12","98.27","83.14","7226.0","29.55","46.74","39.55","2037.0","8.33","13.18","11.15","24454.0","158.19","133.84"
"6","2017","14","Chhattisgarh","Surguja","8048.0","55.0","51.71","45.06","4264.0","29.14","27.4","23.87","2320.0","15.86","14.91","12.99","14632.0","94.01","81.93"
"6","2018","14","Chhattisgarh","Surguja","2920.0","59.04","18.84","16.61","1589.0","32.13","10.25","9.04","437.0","8.84","2.82","2.49","4946.0","31.91","28.13"
"6","2019","14","Chhattisgarh","Surguja","13964.0","59.16","91.42","79.83","7330.0","31.06","47.99","41.91","2308.0","9.78","15.11","13.2","23602.0","154.51","134.94"
"6","2020","14","Chhattisgarh","Surguja","16050.0","57.51","105.38","92.26","9540.0","34.18","62.64","54.84","2320.0","8.31","15.23","13.34","27910.0","183.26","160.43"
"7","1990","6","Madhya Pradesh","Jabalpur","10358.0","57.3","22.73","18.8","7276.0","40.25","15.97","13.2","443.0","2.45","0.97","0.8","18077.0","39.67","32.8"
"7","1991","6","Madhya Pradesh","Jabalpur","11359.0","59.28","25.68","21.74","7318.0","38.19","16.54","14.0","486.0","2.54","1.1","0.93","19163.0","43.32","36.67"
"7","1992","6","Madhya Pradesh","Jabalpur","11359.0","59.28","24.77","20.24","7318.0","38.19","15.96","13.04","486.0","2.54","1.06","0.87","19163.0","41.79","34.15"
"7","1993","6","Madhya Pradesh","Jabalpur","12955.0","63.6","27.62","21.55","7134.0","35.02","15.21","11.87","282.0","1.38","0.6","0.47","20371.0","43.43","33.89"
"7","1994","6","Madhya Pradesh","Jabalpur","13484.0","57.13","28.29","22.37","9500.0","40.25","19.93","15.76","620.0","2.63","1.3","1.03","23604.0","49.51","39.16"
"7","1995","6","Madhya Pradesh","Jabalpur","13484.0","57.13","28.03","21.78","9500.0","40.25","19.75","15.35","620.0","2.63","1.29","1.0","23604.0","49.07","38.13"
"7","1996","6","Madhya Pradesh","Jabalpur","13484.0","57.13","28.04","21.4","9500.0","40.25","19.76","15.08","620.0","2.63","1.29","0.98","23604.0","49.09","37.47"
"7","1997","6","Madhya Pradesh","Jabalpur","15358.0","59.15","32.4","24.69","9839.0","37.89","20.75","15.82","768.0","2.96","1.62","1.23","25965.0","54.77","41.74"
"7","1998","6","Madhya Pradesh","Jabalpur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"7","1999","6","Madhya Pradesh","Jabalpur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"7","2000","6","Madhya Pradesh","Jabalpur","11692.0","69.02","43.82","32.99","4870.0","28.75","18.25","13.74","378.0","2.23","1.42","1.07","16940.0","63.49","47.8"
"7","2001","6","Madhya Pradesh","Jabalpur","10822.0","62.84","40.06","30.26","5685.0","33.01","21.04","15.89","714.0","4.15","2.64","2.0","17221.0","63.74","48.15"
"7","2002","6","Madhya Pradesh","Jabalpur","11169.0","57.12","41.31","30.78","7742.0","39.6","28.63","21.33","641.0","3.28","2.37","1.77","19552.0","72.31","53.88"
"7","2003","6","Madhya Pradesh","Jabalpur","12652.0","56.05","46.1","33.78","8474.0","37.54","30.87","22.63","1445.0","6.4","5.26","3.86","22571.0","82.23","60.26"
"7","2004","6","Madhya Pradesh","Jabalpur","14366.0","62.36","52.27","38.1","7863.0","34.13","28.61","20.86","809.0","3.51","2.94","2.15","23038.0","83.82","61.1"
"7","2005","6","Madhya Pradesh","Jabalpur","11551.0","61.03","42.36","31.68","6670.0","35.24","24.46","18.3","706.0","3.73","2.59","1.94","18927.0","69.42","51.92"
"7","2006","6","Madhya Pradesh","Jabalpur","18917.0","60.24","69.09","50.87","11221.0","35.73","40.98","30.18","1267.0","4.03","4.63","3.41","31405.0","114.7","84.46"
"7","2007","6","Madhya Pradesh","Jabalpur","18814.0","59.23","68.62","49.85","11082.0","34.89","40.42","29.36","1868.0","5.88","6.81","4.95","31764.0","115.85","84.17"
"7","2008","6","Madhya Pradesh","Jabalpur","22612.0","57.02","81.97","59.25","13252.0","33.42","48.04","34.72","3789.0","9.56","13.74","9.93","39653.0","143.75","103.9"
"7","2009","6","Madhya Pradesh","Jabalpur","28827.0","56.89","105.91","77.21","17598.0","34.73","64.65","47.13","4246.0","8.38","15.6","11.37","50671.0","186.16","135.72"
"7","2010","6","Madhya Pradesh","Jabalpur","33405.0","58.87","120.04","86.42","19466.0","34.31","69.95","50.36","3868.0","6.82","13.9","10.01","56739.0","203.88","146.78"
"7","2011","6","Madhya Pradesh","Jabalpur","28998.0","59.4","104.43","72.34","17892.0","36.65","64.43","44.63","1927.0","3.95","6.94","4.81","48817.0","175.8","121.78"
"7","2012","6","Madhya Pradesh","Jabalpur","34681.0","61.97","124.36","87.26","18859.0","33.7","67.63","47.45","2426.0","4.33","8.7","6.1","55966.0","200.68","140.82"
"7","2013","6","Madhya Pradesh","Jabalpur","38237.0","71.92","137.19","90.12","14620.0","27.5","52.46","34.46","306.0","0.58","1.1","0.72","53163.0","190.75","125.31"
"7","2014","6","Madhya Pradesh","Jabalpur","29956.0","69.72","109.6","69.49","12192.0","28.38","44.6","28.28","819.0","1.91","3.0","1.9","42967.0","157.2","99.67"
"7","2015","6","Madhya Pradesh","Jabalpur","39006.0","71.31","143.99","91.06","14544.0","26.59","53.69","33.95","1147.0","2.1","4.23","2.68","54697.0","201.91","127.69"
"7","2016","6","Madhya Pradesh","Jabalpur","46706.0","72.46","171.43","103.64","16207.0","25.14","59.49","35.96","1549.0","2.4","5.69","3.44","64462.0","236.6","143.05"
"7","2017","6","Madhya Pradesh","Jabalpur","39041.0","65.36","145.19","84.02","18838.0","31.54","70.06","40.54","1852.0","3.1","6.89","3.99","59731.0","222.13","128.55"
"7","2018","6","Madhya Pradesh","Jabalpur","53038.0","72.96","196.16","110.9","18342.0","25.23","67.84","38.35","1310.0","1.8","4.85","2.74","72690.0","268.84","151.99"
"7","2019","6","Madhya Pradesh","Jabalpur","50753.0","73.1","184.22","96.46","17344.0","24.98","62.95","32.96","1334.0","1.92","4.84","2.54","69431.0","252.01","131.95"
"7","2020","6","Madhya Pradesh","Jabalpur","58310.0","66.86","208.71","100.48","26700.0","30.62","95.57","46.01","2200.0","2.52","7.87","3.79","87210.0","312.15","150.28"
"8","1990","6","Madhya Pradesh","Balaghat","4947.0","61.07","17.85","13.48","2918.0","36.02","10.53","7.95","236.0","2.91","0.85","0.64","8101.0","29.23","22.07"
"8","1991","6","Madhya Pradesh","Balaghat","7138.0","63.04","26.03","20.51","3553.0","31.38","12.96","10.21","632.0","5.58","2.3","1.82","11323.0","41.29","32.53"
"8","1992","6","Madhya Pradesh","Balaghat","7138.0","63.04","25.94","20.29","3553.0","31.38","12.91","10.1","632.0","5.58","2.3","1.8","11323.0","41.14","32.19"
"8","1993","6","Madhya Pradesh","Balaghat","7701.0","65.27","27.68","20.83","3342.0","28.33","12.01","9.04","755.0","6.4","2.71","2.04","11798.0","42.41","31.91"
"8","1994","6","Madhya Pradesh","Balaghat","7404.0","67.66","26.55","19.72","3160.0","28.88","11.33","8.41","379.0","3.46","1.36","1.01","10943.0","39.24","29.14"
"8","1995","6","Madhya Pradesh","Balaghat","7404.0","67.66","26.67","19.84","3160.0","28.88","11.38","8.47","379.0","3.46","1.37","1.02","10943.0","39.42","29.33"
"8","1996","6","Madhya Pradesh","Balaghat","7404.0","67.66","27.04","20.97","3160.0","28.88","11.54","8.95","379.0","3.46","1.38","1.07","10943.0","39.97","31.0"
"8","1997","6","Madhya Pradesh","Balaghat","8504.0","67.97","31.13","25.19","3563.0","28.48","13.04","10.55","445.0","3.56","1.63","1.32","12512.0","45.79","37.06"
"8","1998","6","Madhya Pradesh","Balaghat","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"8","1999","6","Madhya Pradesh","Balaghat","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"8","2000","6","Madhya Pradesh","Balaghat","7321.0","57.52","26.72","22.01","4665.0","36.65","17.03","14.03","741.0","5.82","2.7","2.23","12727.0","46.46","38.26"
"8","2001","6","Madhya Pradesh","Balaghat","3752.0","41.86","13.64","10.99","4686.0","52.28","17.04","13.73","525.0","5.86","1.91","1.54","8963.0","32.59","26.26"
"8","2002","6","Madhya Pradesh","Balaghat","7405.0","59.19","27.0","21.6","4569.0","36.52","16.66","13.33","536.0","4.28","1.95","1.56","12510.0","45.61","36.49"
"8","2003","6","Madhya Pradesh","Balaghat","9711.0","60.16","35.25","27.83","5792.0","35.88","21.03","16.6","638.0","3.95","2.32","1.83","16141.0","58.6","46.26"
"8","2004","6","Madhya Pradesh","Balaghat","8322.0","59.53","33.19","27.45","5008.0","35.83","19.97","16.52","649.0","4.64","2.59","2.14","13979.0","55.75","46.11"
"8","2005","6","Madhya Pradesh","Balaghat","10486.0","58.58","38.28","30.48","6693.0","37.39","24.44","19.46","722.0","4.03","2.64","2.1","17901.0","65.36","52.04"
"8","2006","6","Madhya Pradesh","Balaghat","10663.0","59.28","39.02","31.24","6582.0","36.59","24.09","19.28","744.0","4.14","2.72","2.18","17989.0","65.84","52.7"
"8","2007","6","Madhya Pradesh","Balaghat","12549.0","60.28","46.0","36.65","7523.0","36.14","27.58","21.97","745.0","3.58","2.73","2.18","20817.0","76.3","60.8"
"8","2008","6","Madhya Pradesh","Balaghat","13686.0","59.66","50.17","40.07","8278.0","36.09","30.34","24.23","976.0","4.25","3.58","2.86","22940.0","84.09","67.16"
"8","2009","6","Madhya Pradesh","Balaghat","14461.0","58.6","53.35","42.66","9454.0","38.31","34.88","27.89","764.0","3.1","2.82","2.25","24679.0","91.05","72.81"
"8","2010","6","Madhya Pradesh","Balaghat","14843.0","56.79","55.01","44.24","9676.0","37.02","35.86","28.84","1618.0","6.19","6.0","4.82","26137.0","96.87","77.9"
"8","2011","6","Madhya Pradesh","Balaghat","17625.0","57.86","64.01","51.26","11995.0","39.38","43.56","34.89","840.0","2.76","3.05","2.44","30460.0","110.63","88.59"
"8","2012","6","Madhya Pradesh","Balaghat","16377.0","64.82","57.96","46.59","8403.0","33.26","29.74","23.91","484.0","1.92","1.71","1.38","25264.0","89.41","71.87"
"8","2013","6","Madhya Pradesh","Balaghat","15732.0","54.05","56.38","45.37","12464.0","42.82","44.67","35.94","913.0","3.14","3.27","2.63","29109.0","104.33","83.95"
"8","2014","6","Madhya Pradesh","Balaghat","15649.0","59.34","56.55","45.19","10125.0","38.4","36.59","29.24","596.0","2.26","2.15","1.72","26370.0","95.29","76.16"
"8","2015","6","Madhya Pradesh","Balaghat","19477.0","58.57","74.44","56.84","12859.0","38.67","49.15","37.53","916.0","2.75","3.5","2.67","33252.0","127.09","97.04"
"8","2016","6","Madhya Pradesh","Balaghat","15234.0","61.02","54.66","44.2","9370.0","37.53","33.62","27.19","361.0","1.45","1.3","1.05","24965.0","89.58","72.44"
"8","2017","6","Madhya Pradesh","Balaghat","18299.0","61.9","66.01","54.65","10688.0","36.15","38.55","31.92","575.0","1.95","2.07","1.72","29562.0","106.64","88.29"
"8","2018","6","Madhya Pradesh","Balaghat","17371.0","57.46","63.63","51.42","12627.0","41.77","46.25","37.38","231.0","0.76","0.85","0.68","30229.0","110.72","89.48"
"8","2019","6","Madhya Pradesh","Balaghat","18190.0","58.71","57.84","40.48","12508.0","40.37","39.77","27.83","287.0","0.93","0.91","0.64","30985.0","98.52","68.95"
"8","2020","6","Madhya Pradesh","Balaghat","22740.0","56.91","71.97","47.29","16940.0","42.39","53.61","35.23","280.0","0.7","0.89","0.58","39960.0","126.47","83.11"
"9","1990","6","Madhya Pradesh","Chhindwara","7084.0","64.31","14.32","12.3","3347.0","30.39","6.77","5.81","584.0","5.3","1.18","1.01","11015.0","22.27","19.13"
"9","1991","6","Madhya Pradesh","Chhindwara","9887.0","67.79","20.71","18.37","3943.0","27.04","8.26","7.33","754.0","5.17","1.58","1.4","14584.0","30.55","27.1"
"9","1992","6","Madhya Pradesh","Chhindwara","9887.0","67.79","20.59","18.12","3943.0","27.04","8.21","7.23","754.0","5.17","1.57","1.38","14584.0","30.37","26.74"
"9","1993","6","Madhya Pradesh","Chhindwara","9563.0","69.36","19.37","16.44","3682.0","26.71","7.46","6.33","542.0","3.93","1.1","0.93","13787.0","27.92","23.7"
"9","1994","6","Madhya Pradesh","Chhindwara","10695.0","66.22","21.63","17.76","4535.0","28.08","9.17","7.53","921.0","5.7","1.86","1.53","16151.0","32.66","26.82"
"9","1995","6","Madhya Pradesh","Chhindwara","10695.0","66.22","21.71","17.96","4535.0","28.08","9.2","7.62","921.0","5.7","1.87","1.55","16151.0","32.78","27.13"
"9","1996","6","Madhya Pradesh","Chhindwara","10695.0","66.22","21.72","18.01","4535.0","28.08","9.21","7.63","921.0","5.7","1.87","1.55","16151.0","32.81","27.19"
"9","1997","6","Madhya Pradesh","Chhindwara","12197.0","64.46","24.62","20.13","5288.0","27.94","10.68","8.73","1438.0","7.6","2.9","2.37","18923.0","38.2","31.23"
"9","1998","6","Madhya Pradesh","Chhindwara","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"9","1999","6","Madhya Pradesh","Chhindwara","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"9","2000","6","Madhya Pradesh","Chhindwara","11205.0","63.64","23.93","20.85","4946.0","28.09","10.56","9.2","1455.0","8.26","3.11","2.71","17606.0","37.6","32.76"
"9","2001","6","Madhya Pradesh","Chhindwara","11670.0","63.3","24.77","21.49","5139.0","27.87","10.91","9.46","1628.0","8.83","3.46","3.0","18437.0","39.14","33.95"
"9","2002","6","Madhya Pradesh","Chhindwara","13200.0","63.27","27.57","23.33","6004.0","28.78","12.54","10.61","1658.0","7.95","3.46","2.93","20862.0","43.58","36.88"
"9","2003","6","Madhya Pradesh","Chhindwara","15175.0","62.74","31.37","25.63","7008.0","28.98","14.49","11.84","2003.0","8.28","4.14","3.38","24186.0","49.99","40.86"
"9","2004","6","Madhya Pradesh","Chhindwara","13341.0","60.55","27.56","22.18","7101.0","32.23","14.67","11.8","1591.0","7.22","3.29","2.64","22033.0","45.52","36.63"
"9","2005","6","Madhya Pradesh","Chhindwara","16989.0","65.2","35.6","28.65","6869.0","26.36","14.4","11.58","2197.0","8.43","4.6","3.7","26055.0","54.6","43.94"
"9","2006","6","Madhya Pradesh","Chhindwara","20197.0","66.61","41.7","32.58","7880.0","25.99","16.27","12.71","2242.0","7.39","4.63","3.62","30319.0","62.59","48.91"
"9","2007","6","Madhya Pradesh","Chhindwara","22965.0","71.79","47.15","36.69","6989.0","21.85","14.35","11.16","2037.0","6.37","4.18","3.25","31991.0","65.69","51.11"
"9","2008","6","Madhya Pradesh","Chhindwara","20287.0","67.62","42.57","34.92","6944.0","23.15","14.57","11.95","2771.0","9.24","5.82","4.77","30002.0","62.96","51.64"
"9","2009","6","Madhya Pradesh","Chhindwara","30188.0","67.89","62.41","48.18","10449.0","23.5","21.6","16.68","3829.0","8.61","7.92","6.11","44466.0","91.93","70.97"
"9","2010","6","Madhya Pradesh","Chhindwara","30157.0","62.57","61.6","45.99","12744.0","26.44","26.03","19.44","5297.0","10.99","10.82","8.08","48198.0","98.45","73.51"
"9","2011","6","Madhya Pradesh","Chhindwara","32436.0","64.4","64.92","47.99","13461.0","26.72","26.94","19.92","4472.0","8.88","8.95","6.62","50369.0","100.81","74.52"
"9","2012","6","Madhya Pradesh","Chhindwara","35016.0","66.86","68.4","49.58","14165.0","27.05","27.67","20.06","3192.0","6.09","6.24","4.52","52373.0","102.31","74.16"
"9","2013","6","Madhya Pradesh","Chhindwara","41304.0","72.75","80.75","57.34","13320.0","23.46","26.04","18.49","2149.0","3.79","4.2","2.98","56773.0","110.99","78.81"
"9","2014","6","Madhya Pradesh","Chhindwara","38309.0","66.59","75.1","52.83","15624.0","27.16","30.63","21.55","3598.0","6.25","7.05","4.96","57531.0","112.78","79.33"
